gene_name,start,end,feature_type,strand,locus_tag,chromosome
3'yihD,4042339,4042376,3'UTR,+,b3858,NC_000913.3
5'srkA,4042377,4042414,5'UTR,+,b3859,NC_000913.3
srkA,4042415,4043401,CDS,+,b3859,NC_000913.3
dsbA,4043402,4044044,CDS,+,b3860,NC_000913.3
3'dsbA,4044045,4044084,3'UTR,+,b3860,NC_000913.3
5'yihF,4044085,4044198,5'UTR,+,b3861,NC_000913.3
yihF,4044199,4045629,CDS,+,b3861,NC_000913.3
3'yihF,4045630,4045649,3'UTR,+,b3861,NC_000913.3
3'yihG,4045650,4045669,3'UTR,-,b3862,NC_000913.3
yihG,4045670,4046602,CDS,-,b3862,NC_000913.3
5'yihG,4046603,4046783,5'UTR,-,b3862,NC_000913.3
5'polA,4046784,4046965,5'UTR,+,b3863,NC_000913.3
polA,4046966,4049752,CDS,+,b3863,NC_000913.3
3'polA,4049753,4049792,3'UTR,+,b3863,NC_000913.3
spf,4049793,4050080,ncRNA,+,b3864,NC_000913.3
3'yihA,4050081,4050132,3'UTR,-,b3865,NC_000913.3
yihA,4050133,4050765,CDS,-,b3865,NC_000913.3
5'yihA,4050766,4050890,5'UTR,-,b3865,NC_000913.3
csrC,4050891,4051323,ncRNA,+,b4457,NC_000913.3
5'yihI,4051324,4051346,5'UTR,+,b3866,NC_000913.3
yihI,4051347,4051856,CDS,+,b3866,NC_000913.3
3'yihI,4051857,4051896,3'UTR,+,b3866,NC_000913.3
5'hemN,4051897,4052044,5'UTR,+,b3867,NC_000913.3
hemN,4052045,4053418,CDS,+,b3867,NC_000913.3
3'hemN,4053419,4053532,3'UTR,+,b3867,NC_000913.3
3'yshB,4053533,4053646,3'UTR,-,b4686,NC_000913.3
yshB,4053647,4053757,CDS,-,b4686,NC_000913.3
5'yshB,4053758,4053828,5'UTR,-,b4686,NC_000913.3
3'glnG,4053829,4053868,3'UTR,-,b3868,NC_000913.3
glnG,4053869,4055278,CDS,-,b3868,NC_000913.3
glnL,4055279,4056339,CDS,-,b3869,NC_000913.3
5'glnL,4056340,4056584,5'UTR,-,b3869,NC_000913.3
3'glnA,4056585,4056624,3'UTR,-,b3870,NC_000913.3
glnA,4056625,4058034,CDS,-,b3870,NC_000913.3
5'glnA,4058035,4058220,5'UTR,-,b3870,NC_000913.3
5'bipA,4058221,4058406,5'UTR,+,b3871,NC_000913.3
bipA,4058407,4060230,CDS,+,b3871,NC_000913.3
3'bipA,4060231,4060270,3'UTR,+,b3871,NC_000913.3
5'yihL,4060271,4060446,5'UTR,+,b3872,NC_000913.3
yihL,4060447,4061164,CDS,+,b3872,NC_000913.3
yihM,4061165,4062145,CDS,+,b3873,NC_000913.3
3'yihM,4062146,4062185,3'UTR,+,b3873,NC_000913.3
5'yihN,4062186,4062246,5'UTR,+,b3874,NC_000913.3
yihN,4062247,4063512,CDS,+,b3874,NC_000913.3
3'yihN,4063513,4063557,3'UTR,+,b3874,NC_000913.3
3'ompL,4063558,4063602,3'UTR,-,b3875,NC_000913.3
ompL,4063603,4064295,CDS,-,b3875,NC_000913.3
5'ompL,4064296,4064329,5'UTR,-,b3875,NC_000913.3
3'yihO,4064330,4064362,3'UTR,-,b3876,NC_000913.3
yihO,4064363,4065766,CDS,-,b3876,NC_000913.3
5'yihO,4065767,4065787,5'UTR,-,b3876,NC_000913.3
3'yihP,4065788,4065808,3'UTR,-,b3877,NC_000913.3
yihP,4065809,4067194,CDS,-,b3877,NC_000913.3
5'yihP,4067195,4067217,5'UTR,-,b3877,NC_000913.3
3'yihQ,4067218,4067239,3'UTR,-,b3878,NC_000913.3
yihQ,4067240,4069276,CDS,-,b3878,NC_000913.3
5'yihQ,4069277,4069434,5'UTR,-,b3878,NC_000913.3
3'yihR,4069435,4069474,3'UTR,-,b3879,NC_000913.3
yihR,4069475,4070401,CDS,-,b3879,NC_000913.3
5'yihR,4070402,4070474,5'UTR,-,b3879,NC_000913.3
3'yihS,4070475,4070514,3'UTR,-,b3880,NC_000913.3
yihS,4070515,4071756,CDS,-,b3880,NC_000913.3
yihT,4071757,4072674,CDS,-,b3881,NC_000913.3
yihU,4072675,4073571,CDS,-,b3882,NC_000913.3
5'yihU,4073572,4073654,5'UTR,-,b3882,NC_000913.3
5'yihV,4073655,4073738,5'UTR,+,b3883,NC_000913.3
yihV,4073739,4074635,CDS,+,b3883,NC_000913.3
csqR,4074636,4075454,CDS,+,b3884,NC_000913.3
3'csqR,4075455,4075494,3'UTR,+,b3884,NC_000913.3
5'yihX,4075495,4075552,5'UTR,+,b3885,NC_000913.3
yihX,4075553,4076152,CDS,+,b3885,NC_000913.3
yihY,4076146,4077018,CDS,+,b3886,NC_000913.3
dtd,4077015,4077452,CDS,+,b3887,NC_000913.3
fabY,4077449,4078438,CDS,+,b3888,NC_000913.3
3'fabY,4078439,4078478,3'UTR,+,b3888,NC_000913.3
5'yiiE,4078479,4079290,5'UTR,+,b3889,NC_000913.3
yiiE,4079291,4079509,CDS,+,b3889,NC_000913.3
3'yiiE,4079510,4079549,3'UTR,+,b3889,NC_000913.3
5'yiiF,4079550,4079750,5'UTR,+,b3890,NC_000913.3
yiiF,4079751,4079969,CDS,+,b3890,NC_000913.3
3'yiiF,4079970,4080133,3'UTR,+,b3890,NC_000913.3
3'fdhE,4080134,4080298,3'UTR,-,b3891,NC_000913.3
fdhE,4080299,4081228,CDS,-,b3891,NC_000913.3
fdoI,4081225,4081860,CDS,-,b3892,NC_000913.3
fdoH,4081857,4082771,CDS,-,b3893,NC_000913.3
fdoG,4082772,4085822,CDS,-,b3894,NC_000913.3
5'fdoG,4085823,4085918,5'UTR,-,b3894,NC_000913.3
5'fdhD,4085919,4086015,5'UTR,+,b3895,NC_000913.3
fdhD,4086016,4086849,CDS,+,b3895,NC_000913.3
3'fdhD,4086850,4086889,3'UTR,+,b3895,NC_000913.3
5'yiiG,4086890,4087001,5'UTR,+,b3896,NC_000913.3
yiiG,4087002,4088057,CDS,+,b3896,NC_000913.3
3'yiiG,4088058,4088081,3'UTR,+,b3896,NC_000913.3
3'frvR,4088082,4088106,3'UTR,-,b3897,NC_000913.3
frvR,4088107,4089855,CDS,-,b3897,NC_000913.3
frvX,4089855,4090925,CDS,-,b3898,NC_000913.3
frvB,4090915,4092366,CDS,-,b3899,NC_000913.3
frvA,4092367,4092823,CDS,-,b3900,NC_000913.3
5'frvA,4092824,4093083,5'UTR,-,b3900,NC_000913.3
3'rhaM,4093084,4093123,3'UTR,-,b3901,NC_000913.3
rhaM,4093124,4093447,CDS,-,b3901,NC_000913.3
rhaD,4093448,4094272,CDS,-,b3902,NC_000913.3
5'rhaD,4094273,4094682,5'UTR,-,b3902,NC_000913.3
3'rhaA,4094683,4094722,3'UTR,-,b3903,NC_000913.3
rhaA,4094723,4095982,CDS,-,b3903,NC_000913.3
rhaB,4095979,4097448,CDS,-,b3904,NC_000913.3
5'rhaB,4097449,4097591,5'UTR,-,b3904,NC_000913.3
5'rhaS,4097592,4097735,5'UTR,+,b3905,NC_000913.3
rhaS,4097736,4098572,CDS,+,b3905,NC_000913.3
3'rhaS,4098573,4098608,3'UTR,+,b3905,NC_000913.3
5'rhaR,4098609,4098645,5'UTR,+,b3906,NC_000913.3
rhaR,4098646,4099494,CDS,+,b3906,NC_000913.3
rhaT,4099491,4100525,CDS,-,b3907,NC_000913.3
5'rhaT,4100526,4100667,5'UTR,-,b3907,NC_000913.3
5'sodA,4100668,4100809,5'UTR,+,b3908,NC_000913.3
sodA,4100810,4101430,CDS,+,b3908,NC_000913.3
3'sodA,4101431,4101470,3'UTR,+,b3908,NC_000913.3
5'kdgT,4101471,4101689,5'UTR,+,b3909,NC_000913.3
kdgT,4101690,4102673,CDS,+,b3909,NC_000913.3
3'kdgT,4102674,4102713,3'UTR,+,b3909,NC_000913.3
5'yiiM,4102714,4102821,5'UTR,+,b3910,NC_000913.3
yiiM,4102822,4103496,CDS,+,b3910,NC_000913.3
3'yiiM,4103497,4103548,3'UTR,+,b3910,NC_000913.3
3'cpxA,4103549,4103601,3'UTR,-,b3911,NC_000913.3
cpxA,4103602,4104975,CDS,-,b3911,NC_000913.3
cpxR,4104972,4105670,CDS,-,b3912,NC_000913.3
5'cpxR,4105671,4105744,5'UTR,-,b3912,NC_000913.3
5'cpxP,4105745,4105819,5'UTR,+,b4484,NC_000913.3
cpxP,4105820,4106320,CDS,+,b4484,NC_000913.3
cpxQ,4106310,4106437,ncRNA,+,b4716,NC_000913.3
5'fieF,4106438,4106468,5'UTR,+,b3915,NC_000913.3
fieF,4106469,4107371,CDS,+,b3915,NC_000913.3
3'fieF,4107372,4107411,3'UTR,+,b3915,NC_000913.3
5'pfkA,4107412,4107551,5'UTR,+,b3916,NC_000913.3
pfkA,4107552,4108514,CDS,+,b3916,NC_000913.3
3'pfkA,4108515,4108554,3'UTR,+,b3916,NC_000913.3
5'sbp,4108555,4108833,5'UTR,+,b3917,NC_000913.3
sbp,4108834,4109823,CDS,+,b3917,NC_000913.3
3'sbp,4109824,4109863,3'UTR,+,b3917,NC_000913.3
5'cdh,4109864,4109929,5'UTR,+,b3918,NC_000913.3
cdh,4109930,4110685,CDS,+,b3918,NC_000913.3
3'cdh,4110686,4110712,3'UTR,+,b3918,NC_000913.3
3'tpiA,4110713,4110739,3'UTR,-,b3919,NC_000913.3
tpiA,4110740,4111507,CDS,-,b3919,NC_000913.3
5'tpiA,4111508,4111574,5'UTR,-,b3919,NC_000913.3
3'yiiQ,4111575,4111614,3'UTR,-,b3920,NC_000913.3
yiiQ,4111615,4112214,CDS,-,b3920,NC_000913.3
5'yiiQ,4112215,4112264,5'UTR,-,b3920,NC_000913.3
5'yiiR,4112265,4112314,5'UTR,+,b3921,NC_000913.3
yiiR,4112315,4112755,CDS,+,b3921,NC_000913.3
3'yiiR,4112756,4112795,3'UTR,+,b3921,NC_000913.3
5'yiiS,4112796,4112966,5'UTR,+,b3922,NC_000913.3
yiiS,4112967,4113292,CDS,+,b3922,NC_000913.3
uspD,4113293,4113725,CDS,+,b3923,NC_000913.3
fpr,4113726,4114472,CDS,-,b3924,NC_000913.3
5'fpr,4114473,4114528,5'UTR,-,b3924,NC_000913.3
3'glpX,4114529,4114568,3'UTR,-,b3925,NC_000913.3
glpX,4114569,4115579,CDS,-,b3925,NC_000913.3
5'glpX,4115580,4115673,5'UTR,-,b3925,NC_000913.3
3'glpK,4115674,4115713,3'UTR,-,b3926,NC_000913.3
glpK,4115714,4117222,CDS,-,b3926,NC_000913.3
glpF,4117223,4118090,CDS,-,b3927,NC_000913.3
5'glpF,4118091,4118302,5'UTR,-,b3927,NC_000913.3
5'zapB,4118303,4118514,5'UTR,+,b3928,NC_000913.3
zapB,4118515,4118760,CDS,+,b3928,NC_000913.3
3'zapB,4118761,4118802,3'UTR,+,b3928,NC_000913.3
3'rraA,4118803,4118844,3'UTR,-,b3929,NC_000913.3
rraA,4118845,4119330,CDS,-,b3929,NC_000913.3
5'rraA,4119331,4119382,5'UTR,-,b3929,NC_000913.3
3'menA,4119383,4119422,3'UTR,-,b3930,NC_000913.3
menA,4119423,4120349,CDS,-,b3930,NC_000913.3
5'menA,4120350,4120382,5'UTR,-,b3930,NC_000913.3
3'hslU,4120383,4120415,3'UTR,-,b3931,NC_000913.3
hslU,4120416,4121747,CDS,-,b3931,NC_000913.3
hslV,4121748,4122287,CDS,-,b3932,NC_000913.3
5'hslV,4122288,4122339,5'UTR,-,b3932,NC_000913.3
3'ftsN,4122340,4122379,3'UTR,-,b3933,NC_000913.3
ftsN,4122380,4123339,CDS,-,b3933,NC_000913.3
5'ftsN,4123340,4123390,5'UTR,-,b3933,NC_000913.3
3'cytR,4123391,4123430,3'UTR,-,b3934,NC_000913.3
cytR,4123431,4124456,CDS,-,b3934,NC_000913.3
5'cytR,4124457,4124571,5'UTR,-,b3934,NC_000913.3
3'priA,4124572,4124611,3'UTR,-,b3935,NC_000913.3
priA,4124612,4126810,CDS,-,b3935,NC_000913.3
5'priA,4126811,4126911,5'UTR,-,b3935,NC_000913.3
5'rpmE,4126912,4127012,5'UTR,+,b3936,NC_000913.3
rpmE,4127013,4127225,CDS,+,b3936,NC_000913.3
3'rpmE,4127226,4127255,3'UTR,+,b3936,NC_000913.3
3'yiiX,4127256,4127285,3'UTR,-,b3937,NC_000913.3
yiiX,4127286,4127894,CDS,-,b3937,NC_000913.3
5'yiiX,4127895,4128037,5'UTR,-,b3937,NC_000913.3
3'metJ,4128038,4128077,3'UTR,-,b3938,NC_000913.3
metJ,4128078,4128395,CDS,-,b3938,NC_000913.3
5'metJ,4128396,4128533,5'UTR,-,b3938,NC_000913.3
5'metB,4128534,4128671,5'UTR,+,b3939,NC_000913.3
metB,4128672,4129834,CDS,+,b3939,NC_000913.3
metL,4129835,4132267,CDS,+,b3940,NC_000913.3
3'metL,4132268,4132307,3'UTR,+,b3940,NC_000913.3
5'metF,4132308,4132615,5'UTR,+,b3941,NC_000913.3
metF,4132616,4133506,CDS,+,b3941,NC_000913.3
3'metF,4133507,4133546,3'UTR,+,b3941,NC_000913.3
5'katG,4133547,4133834,5'UTR,+,b3942,NC_000913.3
katG,4133835,4136015,CDS,+,b3942,NC_000913.3
3'katG,4136016,4136055,3'UTR,+,b3942,NC_000913.3
5'yijE,4136056,4136107,5'UTR,+,b3943,NC_000913.3
yijE,4136108,4137013,CDS,+,b3943,NC_000913.3
yijF,4137014,4137657,CDS,-,b3944,NC_000913.3
5'yijF,4137658,4137891,5'UTR,-,b3944,NC_000913.3
3'gldA,4137892,4137931,3'UTR,-,b3945,NC_000913.3
gldA,4137932,4139035,CDS,-,b3945,NC_000913.3
fsaB,4139036,4139719,CDS,-,b3946,NC_000913.3
ptsA,4139720,4142221,CDS,-,b3947,NC_000913.3
5'ptsA,4142222,4142375,5'UTR,-,b3947,NC_000913.3
5'frwC,4142376,4142529,5'UTR,+,b3949,NC_000913.3
frwC,4142530,4143609,CDS,+,b3949,NC_000913.3
frwB,4143610,4143944,CDS,+,b3950,NC_000913.3
3'frwB,4143945,4143969,3'UTR,+,b3950,NC_000913.3
5'pflD,4143970,4143994,5'UTR,+,b3951,NC_000913.3
pflD,4143995,4146292,CDS,+,b3951,NC_000913.3
pflC,4146258,4147136,CDS,+,b3952,NC_000913.3
frwD,4147137,4147479,CDS,+,b3953,NC_000913.3
yijO,4147466,4148317,CDS,-,b3954,NC_000913.3
5'yijO,4148318,4148491,5'UTR,-,b3954,NC_000913.3
3'eptC,4148492,4148531,3'UTR,-,b3955,NC_000913.3
eptC,4148532,4150265,CDS,-,b3955,NC_000913.3
5'eptC,4150266,4150406,5'UTR,-,b3955,NC_000913.3
3'ppc,4150407,4150446,3'UTR,-,b3956,NC_000913.3
ppc,4150447,4153098,CDS,-,b3956,NC_000913.3
5'ppc,4153099,4153655,5'UTR,-,b3956,NC_000913.3
3'argE,4153656,4153695,3'UTR,-,b3957,NC_000913.3
argE,4153696,4154847,CDS,-,b3957,NC_000913.3
5'argE,4154848,4154923,5'UTR,-,b3957,NC_000913.3
5'argC,4154924,4155000,5'UTR,+,b3958,NC_000913.3
argC,4155001,4156005,CDS,+,b3958,NC_000913.3
argB,4156006,4156789,CDS,+,b3959,NC_000913.3
3'argB,4156790,4156819,3'UTR,+,b3959,NC_000913.3
5'argH,4156820,4156849,5'UTR,+,b3960,NC_000913.3
argH,4156850,4158223,CDS,+,b3960,NC_000913.3
oxyS,4158224,4158451,ncRNA,-,b4458,NC_000913.3
5'oxyR,4158452,4158489,5'UTR,+,b3961,NC_000913.3
oxyR,4158490,4159407,CDS,+,b3961,NC_000913.3
sthA,4159390,4160790,CDS,-,b3962,NC_000913.3
5'sthA,4160791,4160928,5'UTR,-,b3962,NC_000913.3
5'fabR,4160929,4161066,5'UTR,+,b3963,NC_000913.3
fabR,4161067,4161771,CDS,+,b3963,NC_000913.3
yijD,4161771,4162169,CDS,+,b3964,NC_000913.3
trmA,4162170,4163270,CDS,-,b3965,NC_000913.3
5'trmA,4163271,4163454,5'UTR,-,b3965,NC_000913.3
5'btuB,4163455,4163638,5'UTR,+,b3966,NC_000913.3
btuB,4163639,4165483,CDS,+,b3966,NC_000913.3
murI,4165428,4166285,CDS,+,b3967,NC_000913.3
3'murI,4166286,4166325,3'UTR,+,b3967,NC_000913.3
5'gltT,4168241,4168361,tRNA,+,b3969,NC_000913.3
gltT,4168362,4168457,tRNA,+,b3969,NC_000913.3
3'gltT,4168458,4168497,tRNA,+,b3969,NC_000913.3
5'murB,4171797,4172056,5'UTR,+,b3972,NC_000913.3
murB,4172057,4173085,CDS,+,b3972,NC_000913.3
birA,4173082,4174047,CDS,+,b3973,NC_000913.3
coaA,4174048,4175026,CDS,-,b3974,NC_000913.3
5'coaA,4175027,4175201,5'UTR,-,b3974,NC_000913.3
5'thrU,4175202,4175377,tRNA,+,b3976,NC_000913.3
thrU,4175378,4175473,tRNA,+,b3976,NC_000913.3
tyrU,4175462,4175566,tRNA,+,b3977,NC_000913.3
3'tyrU,4175567,4175606,tRNA,+,b3977,NC_000913.3
5'glyT,4175607,4175662,tRNA,+,b3978,NC_000913.3
glyT,4175663,4175757,tRNA,+,b3978,NC_000913.3
thrT,4175744,4175839,tRNA,+,b3979,NC_000913.3
3'thrT,4175840,4175879,tRNA,+,b3979,NC_000913.3
5'tufB,4175880,4175943,5'UTR,+,b3980,NC_000913.3
tufB,4175944,4177128,CDS,+,b3980,NC_000913.3
3'tufB,4177129,4177168,3'UTR,+,b3980,NC_000913.3
5'secE,4177169,4177357,5'UTR,+,b3981,NC_000913.3
secE,4177358,4177742,CDS,+,b3981,NC_000913.3
nusG,4177743,4178288,CDS,+,b3982,NC_000913.3
3'nusG,4178289,4178328,3'UTR,+,b3982,NC_000913.3
5'rplK,4178329,4178446,5'UTR,+,b3983,NC_000913.3
rplK,4178447,4178878,CDS,+,b3983,NC_000913.3
rplA,4178879,4179583,CDS,+,b3984,NC_000913.3
3'rplA,4179584,4179623,3'UTR,+,b3984,NC_000913.3
5'rplJ,4179624,4179995,5'UTR,+,b3985,NC_000913.3
rplJ,4179996,4180493,CDS,+,b3985,NC_000913.3
3'rplJ,4180494,4180526,3'UTR,+,b3985,NC_000913.3
5'rplL,4180527,4180559,5'UTR,+,b3986,NC_000913.3
rplL,4180560,4180925,CDS,+,b3986,NC_000913.3
3'rplL,4180926,4180965,3'UTR,+,b3986,NC_000913.3
5'rpoB,4180966,4181244,5'UTR,+,b3987,NC_000913.3
rpoB,4181245,4185273,CDS,+,b3987,NC_000913.3
3'rpoB,4185274,4185311,3'UTR,+,b3987,NC_000913.3
5'rpoC,4185312,4185349,5'UTR,+,b3988,NC_000913.3
rpoC,4185350,4189573,CDS,+,b3988,NC_000913.3
3'rpoC,4189574,4189613,3'UTR,+,b3988,NC_000913.3
5'yjaZ,4189614,4189785,5'UTR,+,b3989,NC_000913.3
yjaZ,4189786,4190325,CDS,+,b3989,NC_000913.3
sroH,4190307,4190694,ncRNA,-,b4691,NC_000913.3
3'thiH,4190695,4190734,3'UTR,-,b3990,NC_000913.3
thiH,4190735,4191868,CDS,-,b3990,NC_000913.3
thiG,4191865,4192635,CDS,-,b3991,NC_000913.3
thiS,4192636,4192837,CDS,-,b4407,NC_000913.3
thiF,4192821,4193576,CDS,-,b3992,NC_000913.3
thiE,4193569,4194204,CDS,-,b3993,NC_000913.3
thiC,4194204,4196099,CDS,-,b3994,NC_000913.3
5'thiC,4196100,4196291,5'UTR,-,b3994,NC_000913.3
3'rsd,4196292,4196331,3'UTR,-,b3995,NC_000913.3
rsd,4196332,4196808,CDS,-,b3995,NC_000913.3
5'rsd,4196809,4196855,5'UTR,-,b3995,NC_000913.3
5'nudC,4196856,4196902,5'UTR,+,b3996,NC_000913.3
nudC,4196903,4197715,CDS,+,b3996,NC_000913.3
hemE,4197716,4198780,CDS,+,b3997,NC_000913.3
nfi,4198781,4199461,CDS,+,b3998,NC_000913.3
3'nfi,4199462,4199482,3'UTR,+,b3998,NC_000913.3
5'yjaG,4199483,4199503,5'UTR,+,b3999,NC_000913.3
yjaG,4199504,4200094,CDS,+,b3999,NC_000913.3
3'yjaG,4200095,4200134,3'UTR,+,b3999,NC_000913.3
5'hupA,4200135,4200280,5'UTR,+,b4000,NC_000913.3
hupA,4200281,4200565,CDS,+,b4000,NC_000913.3
yjaH,4200566,4201261,CDS,+,b4001,NC_000913.3
zraP,4201262,4201688,CDS,-,b4002,NC_000913.3
5'zraP,4201689,4201806,5'UTR,-,b4002,NC_000913.3
5'zraS,4201807,4201925,5'UTR,+,b4003,NC_000913.3
zraS,4201926,4203323,CDS,+,b4003,NC_000913.3
zraR,4203320,4204645,CDS,+,b4004,NC_000913.3
purD,4204642,4205942,CDS,-,b4005,NC_000913.3
purH,4205943,4207532,CDS,-,b4006,NC_000913.3
5'purH,4207533,4207839,5'UTR,-,b4006,NC_000913.3
5'gltV,4209726,4209763,tRNA,+,b4008,NC_000913.3
gltV,4209764,4209859,tRNA,+,b4008,NC_000913.3
3'gltV,4209860,4209899,tRNA,+,b4008,NC_000913.3
5'yjaA,4213197,4213233,5'UTR,+,b4011,NC_000913.3
yjaA,4213234,4213617,CDS,+,b4011,NC_000913.3
3'yjaA,4213618,4213648,3'UTR,+,b4011,NC_000913.3
3'yjaB,4213649,4213679,3'UTR,-,b4012,NC_000913.3
yjaB,4213680,4214123,CDS,-,b4012,NC_000913.3
5'yjaB,4214124,4214201,5'UTR,-,b4012,NC_000913.3
5'metA,4214202,4214279,5'UTR,+,b4013,NC_000913.3
metA,4214280,4215209,CDS,+,b4013,NC_000913.3
3'metA,4215210,4215249,3'UTR,+,b4013,NC_000913.3
5'aceB,4215250,4215477,5'UTR,+,b4014,NC_000913.3
aceB,4215478,4217079,CDS,+,b4014,NC_000913.3
aceA,4217080,4218413,CDS,+,b4015,NC_000913.3
3'aceA,4218414,4218453,3'UTR,+,b4015,NC_000913.3
5'aceK,4218454,4218595,5'UTR,+,b4016,NC_000913.3
aceK,4218596,4220332,CDS,+,b4016,NC_000913.3
aceK-int,4218859,4218983,ncRNA,+,b4830,NC_000913.3
3'arpA,4219642,4220300,3'UTR,-,b4017,NC_000913.3
arpA,4220301,4222487,CDS,-,b4017,NC_000913.3
5'arpA,4222488,4222763,5'UTR,-,b4017,NC_000913.3
3'iclR,4222764,4222803,3'UTR,-,b4018,NC_000913.3
iclR,4222804,4223628,CDS,-,b4018,NC_000913.3
5'iclR,4223629,4223727,5'UTR,-,b4018,NC_000913.3
5'metH,4223728,4223827,5'UTR,+,b4019,NC_000913.3
metH,4223828,4227511,CDS,+,b4019,NC_000913.3
3'metH,4227512,4227551,3'UTR,+,b4019,NC_000913.3
5'yjbB,4227552,4227730,5'UTR,+,b4020,NC_000913.3
yjbB,4227731,4229362,CDS,+,b4020,NC_000913.3
3'yjbB,4229363,4229407,3'UTR,+,b4020,NC_000913.3
3'pepE,4229408,4229452,3'UTR,-,b4021,NC_000913.3
pepE,4229453,4230142,CDS,-,b4021,NC_000913.3
5'pepE,4230143,4230247,5'UTR,-,b4021,NC_000913.3
5'rluF,4230248,4230353,5'UTR,+,b4022,NC_000913.3
rluF,4230354,4231226,CDS,+,b4022,NC_000913.3
3'rluF,4231227,4231292,3'UTR,+,b4022,NC_000913.3
3'yjbD,4231293,4231358,3'UTR,-,b4023,NC_000913.3
yjbD,4231359,4231631,CDS,-,b4023,NC_000913.3
5'yjbD,4231632,4231843,5'UTR,-,b4023,NC_000913.3
3'lysC,4231844,4231883,3'UTR,-,b4024,NC_000913.3
lysC,4231884,4233233,CDS,-,b4024,NC_000913.3
5'lysC,4233234,4233495,5'UTR,-,b4024,NC_000913.3
5'pgi,4233496,4233757,5'UTR,+,b4025,NC_000913.3
pgi,4233758,4235407,CDS,+,b4025,NC_000913.3
3'pgi,4235408,4235447,3'UTR,+,b4025,NC_000913.3
5'yjbE,4235448,4235905,5'UTR,+,b4026,NC_000913.3
yjbE,4235906,4236148,CDS,+,b4026,NC_000913.3
3'yjbE,4236149,4236188,3'UTR,+,b4026,NC_000913.3
5'yjbF,4236189,4236261,5'UTR,+,b4027,NC_000913.3
yjbF,4236262,4236900,CDS,+,b4027,NC_000913.3
yjbG,4236897,4237634,CDS,+,b4028,NC_000913.3
yjbH,4237634,4239730,CDS,+,b4029,NC_000913.3
3'yjbH,4239731,4239753,3'UTR,+,b4029,NC_000913.3
3'yjbT,4239754,4239776,3'UTR,-,b4620,NC_000913.3
yjbT,4239777,4240055,CDS,-,b4620,NC_000913.3
5'yjbT,4240056,4240189,5'UTR,-,b4620,NC_000913.3
5'psiE,4240190,4240324,5'UTR,+,b4030,NC_000913.3
psiE,4240325,4240735,CDS,+,b4030,NC_000913.3
3'psiE,4240736,4240756,3'UTR,+,b4030,NC_000913.3
3'xylE,4240757,4240778,3'UTR,-,b4031,NC_000913.3
xylE,4240779,4242254,CDS,-,b4031,NC_000913.3
5'xylE,4242255,4242470,5'UTR,-,b4031,NC_000913.3
malH,4242471,4242653,ncRNA,-,b4807,NC_000913.3
malG,4242626,4243530,CDS,-,b4032,NC_000913.3
malF,4243531,4245075,CDS,-,b4033,NC_000913.3
5'malF,4245076,4245188,5'UTR,-,b4033,NC_000913.3
3'malE,4245189,4245228,3'UTR,-,b4034,NC_000913.3
malE,4245229,4246419,CDS,-,b4034,NC_000913.3
5'malE,4246420,4246601,5'UTR,-,b4034,NC_000913.3
5'malK,4246602,4246783,5'UTR,+,b4035,NC_000913.3
malK,4246784,4247899,CDS,+,b4035,NC_000913.3
3'malK,4247900,4247934,3'UTR,+,b4035,NC_000913.3
5'lamB,4247935,4247970,5'UTR,+,b4036,NC_000913.3
lamB,4247971,4249311,CDS,+,b4036,NC_000913.3
3'lamB,4249312,4249351,3'UTR,+,b4036,NC_000913.3
5'malM,4249352,4249553,5'UTR,+,b4037,NC_000913.3
malM,4249554,4250474,CDS,+,b4037,NC_000913.3
3'malM,4250475,4250514,3'UTR,+,b4037,NC_000913.3
5'yjbI,4250515,4250702,5'UTR,+,b4038,NC_000913.3
yjbI,4250703,4252283,pseudogene,+,b4038,NC_000913.3
3'yjbI,4252284,4252323,3'UTR,+,b4038,NC_000913.3
5'ubiC,4252324,4252505,5'UTR,+,b4039,NC_000913.3
ubiC,4252506,4253015,CDS,+,b4039,NC_000913.3
ubiA,4253016,4253888,CDS,+,b4040,NC_000913.3
3'ubiA,4253889,4253965,3'UTR,+,b4040,NC_000913.3
3'plsB,4253966,4254042,3'UTR,-,b4041,NC_000913.3
plsB,4254043,4256466,CDS,-,b4041,NC_000913.3
5'plsB,4256467,4256551,5'UTR,-,b4041,NC_000913.3
5'dgkA,4256552,4256636,5'UTR,+,b4042,NC_000913.3
dgkA,4256637,4257005,CDS,+,b4042,NC_000913.3
3'dgkA,4257006,4257045,3'UTR,+,b4042,NC_000913.3
5'lexA,4257046,4257114,5'UTR,+,b4043,NC_000913.3
lexA,4257115,4257741,CDS,+,b4043,NC_000913.3
dinF,4257742,4259121,CDS,+,b4044,NC_000913.3
3'dinF,4259122,4259161,3'UTR,+,b4044,NC_000913.3
5'yjbJ,4259162,4259236,5'UTR,+,b4045,NC_000913.3
yjbJ,4259237,4259446,CDS,+,b4045,NC_000913.3
3'yjbJ,4259447,4259466,3'UTR,+,b4045,NC_000913.3
3'zur,4259467,4259487,3'UTR,-,b4046,NC_000913.3
zur,4259488,4260003,CDS,-,b4046,NC_000913.3
5'zur,4260004,4260161,5'UTR,-,b4046,NC_000913.3
5'yjbL,4260162,4260320,5'UTR,+,b4047,NC_000913.3
yjbL,4260321,4260598,CDS,+,b4047,NC_000913.3
yjbM,4260599,4261306,CDS,+,b4048,NC_000913.3
3'yjbM,4261307,4261346,3'UTR,+,b4048,NC_000913.3
