gene_name,start,end,feature_type,strand,locus_tag,chromosome
ltaSP,3422354,3424207,CDS,+,BSU_33360,NC_000964.3
yvgK,3424208,3425161,CDS,-,BSU_33370,NC_000964.3
5'yvgK,3425162,3425216,5'UTR,-,BSU_33370,NC_000964.3
5'modA,3425217,3425271,5'UTR,+,BSU_33380,NC_000964.3
modA,3425272,3426054,CDS,+,BSU_33380,NC_000964.3
modB,3426026,3426748,CDS,+,BSU_33390,NC_000964.3
pgoN,3426749,3427579,CDS,-,BSU_33400,NC_000964.3
5'pgoN,3427580,3427690,5'UTR,-,BSU_33400,NC_000964.3
5'yvgO,3427691,3427801,5'UTR,+,BSU_33410,NC_000964.3
yvgO,3427802,3428287,CDS,+,BSU_33410,NC_000964.3
3'yvgO,3428288,3428308,3'UTR,+,BSU_33410,NC_000964.3
3'nhaK,3428309,3428330,3'UTR,-,BSU_33420,NC_000964.3
nhaK,3428331,3430343,CDS,-,BSU_33420,NC_000964.3
5'nhaK,3430344,3430557,5'UTR,-,BSU_33420,NC_000964.3
3'cysI,3430558,3430597,3'UTR,-,BSU_33430,NC_000964.3
cysI,3430598,3432338,CDS,-,BSU_33430,NC_000964.3
cysJ,3432339,3434156,CDS,-,BSU_33440,NC_000964.3
5'cysJ,3434157,3434286,5'UTR,-,BSU_33440,NC_000964.3
3'helD,3434287,3434326,3'UTR,-,BSU_33450,NC_000964.3
helD,3434327,3436651,CDS,-,BSU_33450,NC_000964.3
5'helD,3436652,3436808,5'UTR,-,BSU_33450,NC_000964.3
3'yvgT,3436809,3436848,3'UTR,-,BSU_33460,NC_000964.3
yvgT,3436849,3437457,CDS,-,BSU_33460,NC_000964.3
5'yvgT,3437458,3437603,5'UTR,-,BSU_33460,NC_000964.3
3'bdbC,3437604,3437643,3'UTR,-,BSU_33470,NC_000964.3
bdbC,3437644,3438064,CDS,-,BSU_33470,NC_000964.3
bdbD,3438065,3438733,CDS,-,BSU_33480,NC_000964.3
5'bdbD,3438734,3438812,5'UTR,-,BSU_33480,NC_000964.3
3'cadA,3438813,3438852,3'UTR,-,BSU_33490,NC_000964.3
cadA,3438853,3440961,CDS,-,BSU_33490,NC_000964.3
5'cadA,3440962,3441080,5'UTR,-,BSU_33490,NC_000964.3
3'copA,3441081,3441120,3'UTR,-,BSU_33500,NC_000964.3
copA,3441121,3443529,CDS,-,BSU_33500,NC_000964.3
5'copA,3443530,3443572,5'UTR,-,BSU_33500,NC_000964.3
3'copZ,3443573,3443612,3'UTR,-,BSU_33510,NC_000964.3
copZ,3443613,3443822,CDS,-,BSU_33510,NC_000964.3
5'copZ,3443823,3443859,5'UTR,-,BSU_33510,NC_000964.3
3'csoR,3443860,3443895,3'UTR,-,BSU_33520,NC_000964.3
csoR,3443896,3444201,CDS,-,BSU_33520,NC_000964.3
5'csoR,3444202,3444264,5'UTR,-,BSU_33520,NC_000964.3
5'iolW,3444265,3444328,5'UTR,+,BSU_33530,NC_000964.3
iolW,3444329,3445405,CDS,+,BSU_33530,NC_000964.3
azoRB,3445406,3446077,CDS,-,BSU_33540,NC_000964.3
5'azoRB,3446078,3446196,5'UTR,-,BSU_33540,NC_000964.3
3'yvaC,3446197,3446236,3'UTR,-,BSU_33550,NC_000964.3
yvaC,3446237,3448132,CDS,-,BSU_33550,NC_000964.3
5'yvaC,3448133,3448254,5'UTR,-,BSU_33550,NC_000964.3
3'yvaD,3448255,3448294,3'UTR,-,BSU_33560,NC_000964.3
yvaD,3448295,3448696,CDS,-,BSU_33560,NC_000964.3
yvaE,3448693,3449052,CDS,-,BSU_33570,NC_000964.3
yvaF,3449049,3449621,CDS,-,BSU_33580,NC_000964.3
5'yvaF,3449622,3449691,5'UTR,-,BSU_33580,NC_000964.3
3'yvaG,3449692,3449731,3'UTR,-,BSU_33590,NC_000964.3
yvaG,3449732,3450526,CDS,-,BSU_33590,NC_000964.3
5'yvaG,3450527,3450661,5'UTR,-,BSU_33590,NC_000964.3
3'ssrA,3450662,3450701,3'UTR,-,BSU_misc_RNA_55,NC_000964.3
ssrA,3450702,3451081,ncRNA,-,BSU_misc_RNA_55,NC_000964.3
5'ssrA,3451082,3451207,5'UTR,-,BSU_misc_RNA_55,NC_000964.3
3'smpB,3451208,3451247,3'UTR,-,BSU_33600,NC_000964.3
smpB,3451248,3451718,CDS,-,BSU_33600,NC_000964.3
5'smpB,3451719,3451822,5'UTR,-,BSU_33600,NC_000964.3
3'rnr,3451823,3451862,3'UTR,-,BSU_33610,NC_000964.3
rnr,3451863,3454202,CDS,-,BSU_33610,NC_000964.3
estA,3454203,292843,CDS,+,BSU_02700,NC_000964.3
estA,3454221,3454961,CDS,-,BSU_33620,NC_000964.3
5'estA,3454962,3455052,5'UTR,-,BSU_33620,NC_000964.3
3'secG,3455053,3455092,3'UTR,-,BSU_33630,NC_000964.3
secG,3455093,3455323,CDS,-,BSU_33630,NC_000964.3
5'secG,3455324,3455397,5'UTR,-,BSU_33630,NC_000964.3
5'yvaM,3455398,3455471,5'UTR,+,BSU_33640,NC_000964.3
yvaM,3455472,3456242,CDS,+,BSU_33640,NC_000964.3
yvzC,3456243,3456515,CDS,-,BSU_33650,NC_000964.3
5'yvzC,3456516,3456590,5'UTR,-,BSU_33650,NC_000964.3
5'rghRA,3456591,3456666,5'UTR,+,BSU_33660,NC_000964.3
rghRA,3456667,3457103,CDS,+,BSU_33660,NC_000964.3
rghRB,3457104,3457523,CDS,+,BSU_33670,NC_000964.3
3'rghRB,3457524,3457563,3'UTR,+,BSU_33670,NC_000964.3
5'catR,3457564,3457614,5'UTR,+,BSU_33680,NC_000964.3
catR,3457615,3457941,CDS,+,BSU_33680,NC_000964.3
3'catR,3457942,3457981,3'UTR,+,BSU_33680,NC_000964.3
5'yvaQ,3457982,3458065,5'UTR,+,BSU_33690,NC_000964.3
yvaQ,3458066,3459766,CDS,+,BSU_33690,NC_000964.3
opuBD,3459767,3460502,CDS,-,BSU_33700,NC_000964.3
opuBC,3460503,3461423,CDS,-,BSU_33710,NC_000964.3
opuBB,3461424,3462104,CDS,-,BSU_33720,NC_000964.3
opuBA,3462105,3463250,CDS,-,BSU_33730,NC_000964.3
5'opuBA,3463251,3463391,5'UTR,-,BSU_33730,NC_000964.3
5'yvaV,3463392,3463533,5'UTR,+,BSU_33740,NC_000964.3
yvaV,3463534,3464067,CDS,+,BSU_33740,NC_000964.3
3'yvaV,3464068,3464107,3'UTR,+,BSU_33740,NC_000964.3
5'sdpA,3464108,3464288,5'UTR,+,BSU_33750,NC_000964.3
sdpA,3464289,3464765,CDS,+,BSU_33750,NC_000964.3
sdpB,3464762,3465733,CDS,+,BSU_33760,NC_000964.3
3'sdpB,3465734,3465754,3'UTR,+,BSU_33760,NC_000964.3
5'spbC,3465755,3465775,5'UTR,+,BSU_33770,NC_000964.3
spbC,3465776,3466387,CDS,+,BSU_33770,NC_000964.3
3'spbC,3466388,3466410,3'UTR,+,BSU_33770,NC_000964.3
3'sdpI,3466411,3466433,3'UTR,-,BSU_33780,NC_000964.3
sdpI,3466434,3467057,CDS,-,BSU_33780,NC_000964.3
sdpR,3467054,3467326,CDS,-,BSU_33790,NC_000964.3
5'sdpR,3467327,3467505,5'UTR,-,BSU_33790,NC_000964.3
3'opuCD,3467506,3467545,3'UTR,-,BSU_33800,NC_000964.3
opuCD,3467546,3468252,CDS,-,BSU_33800,NC_000964.3
opuCC,3468253,3469164,CDS,-,BSU_33810,NC_000964.3
opuCB,3469165,3469859,CDS,-,BSU_33820,NC_000964.3
opuCA,3469860,3471002,CDS,-,BSU_33830,NC_000964.3
5'opuCA,3471003,3471133,5'UTR,-,BSU_33830,NC_000964.3
5'opcR,3471134,3471265,5'UTR,+,BSU_33840,NC_000964.3
opcR,3471266,3471840,CDS,+,BSU_33840,NC_000964.3
yvbG,3471841,3472476,CDS,-,BSU_33850,NC_000964.3
5'yvbG,3472477,3472550,5'UTR,-,BSU_33850,NC_000964.3
5'yvbH,3472551,3472625,5'UTR,+,BSU_33860,NC_000964.3
yvbH,3472626,3473240,CDS,+,BSU_33860,NC_000964.3
3'yvbH,3473241,3473280,3'UTR,+,BSU_33860,NC_000964.3
5'yvbI,3473281,3473371,5'UTR,+,BSU_33870,NC_000964.3
yvbI,3473372,3474105,CDS,+,BSU_33870,NC_000964.3
yvbJ,3474106,3475923,CDS,-,BSU_33880,NC_000964.3
5'yvbJ,3475924,3475982,5'UTR,-,BSU_33880,NC_000964.3
5'yvbK,3475983,3476042,5'UTR,+,BSU_33890,NC_000964.3
yvbK,3476043,3476510,CDS,+,BSU_33890,NC_000964.3
3'yvbK,3476511,3476532,3'UTR,+,BSU_33890,NC_000964.3
3'eno,3476533,3476554,3'UTR,-,BSU_33900,NC_000964.3
eno,3476555,3477876,CDS,-,BSU_33900,NC_000964.3
pgm,3477877,3479412,CDS,-,BSU_33910,NC_000964.3
tpiA,3479405,3480196,CDS,-,BSU_33920,NC_000964.3
pgk,3480197,3481381,CDS,-,BSU_33930,NC_000964.3
5'pgk,3481382,3481657,5'UTR,-,BSU_33930,NC_000964.3
3'gapA,3481658,3481697,3'UTR,-,BSU_33940,NC_000964.3
gapA,3481698,3482705,CDS,-,BSU_33940,NC_000964.3
5'gapA,3482706,3482728,5'UTR,-,BSU_33940,NC_000964.3
3'cggR,3482729,3482751,3'UTR,-,BSU_33950,NC_000964.3
cggR,3482752,3483774,CDS,-,BSU_33950,NC_000964.3
5'cggR,3483775,3484031,5'UTR,-,BSU_33950,NC_000964.3
3'araE,3484032,3484071,3'UTR,-,BSU_33960,NC_000964.3
araE,3484072,3485466,CDS,-,BSU_33960,NC_000964.3
5'araE,3485467,3485567,5'UTR,-,BSU_33960,NC_000964.3
5'araR,3485568,3485669,5'UTR,+,BSU_33970,NC_000964.3
araR,3485670,3486758,CDS,+,BSU_33970,NC_000964.3
3'araR,3486759,3486782,3'UTR,+,BSU_33970,NC_000964.3
3'yvbT,3486783,3486806,3'UTR,-,BSU_33980,NC_000964.3
yvbT,3486807,3487817,CDS,-,BSU_33980,NC_000964.3
5'yvbT,3487818,3487933,5'UTR,-,BSU_33980,NC_000964.3
3'yvbU,3487934,3487973,3'UTR,-,BSU_33990,NC_000964.3
yvbU,3487974,3488852,CDS,-,BSU_33990,NC_000964.3
5'yvbU,3488853,3488901,5'UTR,-,BSU_33990,NC_000964.3
5'cyeB,3488902,3488951,5'UTR,+,BSU_34000,NC_000964.3
cyeB,3488952,3489869,CDS,+,BSU_34000,NC_000964.3
3'cyeB,3489870,3489889,3'UTR,+,BSU_34000,NC_000964.3
3'yvbW,3489890,3489909,3'UTR,-,BSU_34010,NC_000964.3
yvbW,3489910,3491253,CDS,-,BSU_34010,NC_000964.3
5'yvbW,3491254,3491282,5'UTR,-,BSU_34010,NC_000964.3
3'tboX,3491283,3491311,3'UTR,-,BSU_misc_RNA_56,NC_000964.3
tboX,3491312,3491567,ncRNA,-,BSU_misc_RNA_56,NC_000964.3
5'tboX,3491568,3491614,5'UTR,-,BSU_misc_RNA_56,NC_000964.3
3'yvbX,3491615,3491654,3'UTR,-,BSU_34020,NC_000964.3
yvbX,3491655,3492689,CDS,-,BSU_34020,NC_000964.3
5'yvbX,3492690,3492756,5'UTR,-,BSU_34020,NC_000964.3
3'lutC,3492757,3492796,3'UTR,-,BSU_34030,NC_000964.3
lutC,3492797,3493519,CDS,-,BSU_34030,NC_000964.3
lutB,3493519,3494958,CDS,-,BSU_34040,NC_000964.3
lutA,3494959,3495701,CDS,-,BSU_34050,NC_000964.3
5'lutA,3495702,3495835,5'UTR,-,BSU_34050,NC_000964.3
3'yvfU,3495836,3495875,3'UTR,-,BSU_34060,NC_000964.3
yvfU,3495876,3496494,CDS,-,BSU_34060,NC_000964.3
yvfT,3496495,3497610,CDS,-,BSU_34070,NC_000964.3
yvfS,3497611,3498351,CDS,-,BSU_34080,NC_000964.3
yvfR,3498352,3499257,CDS,-,BSU_34090,NC_000964.3
5'yvfR,3499258,3499398,5'UTR,-,BSU_34090,NC_000964.3
5'rsbQ,3499399,3499540,5'UTR,+,BSU_34100,NC_000964.3
rsbQ,3499541,3500385,CDS,+,BSU_34100,NC_000964.3
rsbP,3500386,3501597,CDS,+,BSU_34110,NC_000964.3
3'rsbP,3501598,3501623,3'UTR,+,BSU_34110,NC_000964.3
3'ganB,3501624,3501650,3'UTR,-,BSU_34120,NC_000964.3
ganB,3501651,3502940,CDS,-,BSU_34120,NC_000964.3
5'ganB,3502941,3502980,5'UTR,-,BSU_34120,NC_000964.3
3'ganA,3502981,3503019,3'UTR,-,BSU_34130,NC_000964.3
ganA,3503020,3505083,CDS,-,BSU_34130,NC_000964.3
ganQ,3505084,3505956,CDS,-,BSU_34140,NC_000964.3
ganP,3505957,3507252,CDS,-,BSU_34150,NC_000964.3
ganS,3507253,3508518,CDS,-,BSU_34160,NC_000964.3
5'ganS,3508519,3508618,5'UTR,-,BSU_34160,NC_000964.3
3'ganR,3508619,3508658,3'UTR,-,BSU_34170,NC_000964.3
ganR,3508659,3509651,CDS,-,BSU_34170,NC_000964.3
5'ganR,3509652,3509790,5'UTR,-,BSU_34170,NC_000964.3
3'lutR,3509791,3509830,3'UTR,-,BSU_34180,NC_000964.3
lutR,3509831,3510490,CDS,-,BSU_34180,NC_000964.3
5'lutR,3510491,3510634,5'UTR,-,BSU_34180,NC_000964.3
5'lutP,3510635,3510779,5'UTR,+,BSU_34190,NC_000964.3
lutP,3510780,3512471,CDS,+,BSU_34190,NC_000964.3
sigL,3512472,3513808,CDS,-,BSU_34200,NC_000964.3
5'sigL,3513809,3513847,5'UTR,-,BSU_34200,NC_000964.3
5'yvfG,3513848,3513886,5'UTR,+,BSU_34210,NC_000964.3
yvfG,3513887,3514114,CDS,+,BSU_34210,NC_000964.3
epsO,3514115,3515083,CDS,-,BSU_34220,NC_000964.3
epsN,3515062,3516228,CDS,-,BSU_34230,NC_000964.3
epsM,3516229,3516883,CDS,-,BSU_34240,NC_000964.3
epsL,3516880,3517488,CDS,-,BSU_34250,NC_000964.3
epsK,3517485,3519002,CDS,-,BSU_34265,NC_000964.3
epsJ,3518999,3520033,CDS,-,BSU_34280,NC_000964.3
epsI,3520030,3521106,CDS,-,BSU_34290,NC_000964.3
epsH,3521107,3522169,CDS,-,BSU_34300,NC_000964.3
epsG,3522170,3523273,CDS,-,BSU_34310,NC_000964.3
epsF,3523270,3524424,CDS,-,BSU_34320,NC_000964.3
epsE,3524417,3525253,CDS,-,BSU_34330,NC_000964.3
epsD,3525250,3526406,CDS,-,BSU_34340,NC_000964.3
epsC,3526407,3528203,CDS,-,BSU_34350,NC_000964.3
5'epsC,3528204,3528421,5'UTR,-,BSU_34350,NC_000964.3
3'epsB,3528422,3528461,3'UTR,-,BSU_34360,NC_000964.3
epsB,3528462,3529150,CDS,-,BSU_34360,NC_000964.3
epsA,3529151,3529855,CDS,-,BSU_34370,NC_000964.3
5'epsA,3529856,3529977,5'UTR,-,BSU_34370,NC_000964.3
5'slrR,3529978,3530100,5'UTR,+,BSU_34380,NC_000964.3
slrR,3530101,3530559,CDS,+,BSU_34380,NC_000964.3
3'slrR,3530560,3530596,3'UTR,+,BSU_34380,NC_000964.3
5'pnbA,3530597,3530634,5'UTR,+,BSU_34390,NC_000964.3
pnbA,3530635,3532104,CDS,+,BSU_34390,NC_000964.3
BSU_34399,3532105,3532324,CDS,+,BSU_34399,NC_000964.3
padC,3532325,3532810,CDS,-,BSU_34400,NC_000964.3
yveG,3532811,3533144,pseudogene,-,BSU_34410,NC_000964.3
5'yveG,3533145,3533170,5'UTR,-,BSU_34410,NC_000964.3
3'yveF,3533171,3533195,3'UTR,-,BSU_34420,NC_000964.3
yveF,3533196,3533288,pseudogene,-,BSU_34420,NC_000964.3
5'yveF,3533289,3533378,5'UTR,-,BSU_34420,NC_000964.3
3'racX,3533379,3533418,3'UTR,-,BSU_34430,NC_000964.3
racX,3533419,3534117,CDS,-,BSU_34430,NC_000964.3
pbpE,3534118,3535473,CDS,-,BSU_34440,NC_000964.3
5'pbpE,3535474,3535742,5'UTR,-,BSU_34440,NC_000964.3
5'sacB,3535743,3536011,5'UTR,+,BSU_34450,NC_000964.3
sacB,3536012,3537433,CDS,+,BSU_34450,NC_000964.3
3'sacB,3537434,3537469,3'UTR,+,BSU_34450,NC_000964.3
5'levB,3537470,3537506,5'UTR,+,BSU_34460,NC_000964.3
levB,3537507,3539057,CDS,+,BSU_34460,NC_000964.3
3'levB,3539058,3539097,3'UTR,+,BSU_34460,NC_000964.3
5'aspP,3539098,3539164,5'UTR,+,BSU_34470,NC_000964.3
aspP,3539165,3540727,CDS,+,BSU_34470,NC_000964.3
yvdT,3540717,3541406,CDS,+,BSU_34480,NC_000964.3
3'yvdT,3541407,3541446,3'UTR,+,BSU_34480,NC_000964.3
5'psmA,3541447,3541487,5'UTR,+,BSU_34490,NC_000964.3
psmA,3541488,3541823,CDS,+,BSU_34490,NC_000964.3
psmB,3541823,3542178,CDS,+,BSU_34500,NC_000964.3
yvdQ,3542179,3542691,CDS,-,BSU_34510,NC_000964.3
5'yvdQ,3542692,3542902,5'UTR,-,BSU_34510,NC_000964.3
3'cotNP,3542903,3542942,3'UTR,-,BSU_34520,NC_000964.3
cotNP,3542943,3544286,CDS,-,BSU_34520,NC_000964.3
5'cotNP,3544287,3544463,5'UTR,-,BSU_34520,NC_000964.3
5'cotR,3544464,3544641,5'UTR,+,BSU_34530,NC_000964.3
cotR,3544642,3545604,CDS,+,BSU_34530,NC_000964.3
3'cotR,3545605,3545741,3'UTR,+,BSU_34530,NC_000964.3
3'trnQ-Arg,3545742,3545878,tRNA,-,BSU_tRNA_81,NC_000964.3
trnQ-Arg,3545879,3545974,tRNA,-,BSU_tRNA_81,NC_000964.3
5'trnQ-Arg,3545975,3546103,tRNA,-,BSU_tRNA_81,NC_000964.3
5'clpP,3546104,3546233,5'UTR,+,BSU_34540,NC_000964.3
clpP,3546234,3546827,CDS,+,BSU_34540,NC_000964.3
3'clpP,3546828,3546849,3'UTR,+,BSU_34540,NC_000964.3
3'mdxM,3546850,3546872,3'UTR,-,BSU_34550,NC_000964.3
mdxM,3546873,3547553,CDS,-,BSU_34550,NC_000964.3
mdxL,3547550,3549235,CDS,-,BSU_34560,NC_000964.3
mdxK,3549228,3551501,CDS,-,BSU_34570,NC_000964.3
mdxJ,3551479,3552363,CDS,-,BSU_34580,NC_000964.3
mdxG,3552364,3553205,CDS,-,BSU_34590,NC_000964.3
mdxF,3553206,3554513,CDS,-,BSU_34600,NC_000964.3
mdxE,3554514,3555806,CDS,-,BSU_34610,NC_000964.3
5'mdxE,3555807,3555861,5'UTR,-,BSU_34610,NC_000964.3
3'mdxD,3555862,3555901,3'UTR,-,BSU_34620,NC_000964.3
mdxD,3555902,3557671,CDS,-,BSU_34620,NC_000964.3
5'mdxD,3557672,3557743,5'UTR,-,BSU_34620,NC_000964.3
3'mdxR,3557744,3557783,3'UTR,-,BSU_34630,NC_000964.3
mdxR,3557784,3558734,CDS,-,BSU_34630,NC_000964.3
5'mdxR,3558735,3558899,5'UTR,-,BSU_34630,NC_000964.3
3'yvdD,3558900,3558939,3'UTR,-,BSU_34640,NC_000964.3
yvdD,3558940,3559515,CDS,-,BSU_34640,NC_000964.3
5'yvdD,3559516,3559573,5'UTR,-,BSU_34640,NC_000964.3
5'yvdC,3559574,3559631,5'UTR,+,BSU_34650,NC_000964.3
yvdC,3559632,3559978,CDS,+,BSU_34650,NC_000964.3
yvdB,3559979,3561571,CDS,-,BSU_34660,NC_000964.3
yvdA,3561572,3562183,CDS,-,BSU_34670,NC_000964.3
5'yvdA,3562184,3562374,5'UTR,-,BSU_34670,NC_000964.3
5'yvcT,3562375,3562565,5'UTR,+,BSU_34680,NC_000964.3
yvcT,3562566,3563580,CDS,+,BSU_34680,NC_000964.3
psdB,3563581,3565521,CDS,-,BSU_34690,NC_000964.3
psdA,3565496,3566275,CDS,-,BSU_34700,NC_000964.3
5'psdA,3566276,3566317,5'UTR,-,BSU_34700,NC_000964.3
3'psdS,3566318,3566357,3'UTR,-,BSU_34710,NC_000964.3
psdS,3566358,3567428,CDS,-,BSU_34710,NC_000964.3
psdR,3567422,3568135,CDS,-,BSU_34720,NC_000964.3
5'psdR,3568136,3568208,5'UTR,-,BSU_34720,NC_000964.3
5'yvzJ,3568209,3568281,5'UTR,+,BSU_34729,NC_000964.3
yvzJ,3568282,3568526,CDS,+,BSU_34729,NC_000964.3
yvcN,3568527,3569291,CDS,-,BSU_34730,NC_000964.3
crh,3569292,3569572,CDS,-,BSU_34740,NC_000964.3
whiA,3569573,3570545,CDS,-,BSU_34750,NC_000964.3
mgfK,3570546,3571499,CDS,-,BSU_34760,NC_000964.3
yvcJ,3571500,3572388,CDS,-,BSU_34770,NC_000964.3
yvcI,3572389,3572889,CDS,-,BSU_34780,NC_000964.3
5'yvcI,3572890,3573166,5'UTR,-,BSU_34780,NC_000964.3
3'trxB,3573167,3573206,3'UTR,-,BSU_34790,NC_000964.3
trxB,3573207,3574157,CDS,-,BSU_34790,NC_000964.3
5'trxB,3574158,3574322,5'UTR,-,BSU_34790,NC_000964.3
3'cwlO,3574323,3574362,3'UTR,-,BSU_34800,NC_000964.3
cwlO,3574363,3575784,CDS,-,BSU_34800,NC_000964.3
5'cwlO,3575785,3576124,5'UTR,-,BSU_34800,NC_000964.3
3'yvcD,3576125,3576164,3'UTR,-,BSU_34810,NC_000964.3
yvcD,3576165,3577619,CDS,-,BSU_34810,NC_000964.3
5'yvcD,3577620,3577704,5'UTR,-,BSU_34810,NC_000964.3
3'bmrA,3577705,3577744,3'UTR,-,BSU_34820,NC_000964.3
bmrA,3577745,3579514,CDS,-,BSU_34820,NC_000964.3
5'bmrA,3579515,3579638,5'UTR,-,BSU_34820,NC_000964.3
3'yvzA,3579639,3579678,3'UTR,-,BSU_34830,NC_000964.3
yvzA,3579679,3580052,CDS,-,BSU_34830,NC_000964.3
yvcB,3580053,3581963,CDS,-,BSU_34840,NC_000964.3
yvcA,3581964,3582690,CDS,-,BSU_34850,NC_000964.3
5'yvcA,3582691,3582895,5'UTR,-,BSU_34850,NC_000964.3
3'hisIE,3582896,3582935,3'UTR,-,BSU_34860,NC_000964.3
hisIE,3582936,3583565,CDS,-,BSU_34860,NC_000964.3
hisF,3583562,3584320,CDS,-,BSU_34870,NC_000964.3
hisA,3584317,3585054,CDS,-,BSU_34880,NC_000964.3
hisH,3585051,3585689,CDS,-,BSU_34890,NC_000964.3
hisB,3585690,3586274,CDS,-,BSU_34900,NC_000964.3
hisD,3586271,3587554,CDS,-,BSU_34910,NC_000964.3
hisG,3587551,3588192,CDS,-,BSU_34920,NC_000964.3
hisZ,3588185,3589360,CDS,-,BSU_34930,NC_000964.3
5'hisZ,3589361,3589485,5'UTR,-,BSU_34930,NC_000964.3
5'yvpB,3589486,3589610,5'UTR,+,BSU_34940,NC_000964.3
yvpB,3589611,3590363,CDS,+,BSU_34940,NC_000964.3
3'yvpB,3590364,3590403,3'UTR,+,BSU_34940,NC_000964.3
5'pelC,3590404,3590602,5'UTR,+,BSU_34950,NC_000964.3
pelC,3590603,3591268,CDS,+,BSU_34950,NC_000964.3
hprF,3591269,3591809,CDS,-,BSU_34960,NC_000964.3
ppaX,3591810,3592460,CDS,-,BSU_34970,NC_000964.3
yvoD,3592457,3593395,CDS,-,BSU_34980,NC_000964.3
lgt,3593396,3594241,CDS,-,BSU_34990,NC_000964.3
hprK,3594242,3595174,CDS,-,BSU_35000,NC_000964.3
5'hprK,3595175,3595264,5'UTR,-,BSU_35000,NC_000964.3
5'nagA,3595265,3595355,5'UTR,+,BSU_35010,NC_000964.3
nagA,3595356,3596546,CDS,+,BSU_35010,NC_000964.3
nagBA,3596543,3597288,CDS,+,BSU_35020,NC_000964.3
nagR,3597289,3598039,CDS,+,BSU_35030,NC_000964.3
yvnB,3598040,3601909,CDS,-,BSU_35040,NC_000964.3
5'yvnB,3601910,3601991,5'UTR,-,BSU_35040,NC_000964.3
5'yvnA,3601992,3602073,5'UTR,+,BSU_35050,NC_000964.3
yvnA,3602074,3602547,CDS,+,BSU_35050,NC_000964.3
3'yvnA,3602548,3602567,3'UTR,+,BSU_35050,NC_000964.3
3'cypX,3602568,3602587,3'UTR,-,BSU_35060,NC_000964.3
cypX,3602588,3603805,CDS,-,BSU_35060,NC_000964.3
pchC,3603806,3604567,CDS,-,BSU_35070,NC_000964.3
5'pchC,3604568,3604779,5'UTR,-,BSU_35070,NC_000964.3
5'pchR,3604780,3604992,5'UTR,+,BSU_35080,NC_000964.3
pchR,3604993,3605522,CDS,+,BSU_35080,NC_000964.3
pchE,3605523,3606734,CDS,+,BSU_35090,NC_000964.3
yvlD,3606735,3607121,CDS,-,BSU_35100,NC_000964.3
yvlC,3607122,3607324,CDS,-,BSU_35110,NC_000964.3
yvlB,3607325,3608422,CDS,-,BSU_35120,NC_000964.3
yvlA,3608423,3608773,CDS,-,BSU_35130,NC_000964.3
5'yvlA,3608774,3608881,5'UTR,-,BSU_35130,NC_000964.3
5'yvkN,3608882,3608990,5'UTR,+,BSU_35140,NC_000964.3
yvkN,3608991,3609221,CDS,+,BSU_35140,NC_000964.3
3'yvkN,3609222,3609320,3'UTR,+,BSU_35140,NC_000964.3
3'yvzB,3609321,3609419,3'UTR,-,BSU_35150,NC_000964.3
yvzB,3609420,3609902,pseudogene,-,BSU_35150,NC_000964.3
5'yvzB,3609903,3610023,5'UTR,-,BSU_35150,NC_000964.3
3'uvrA,3610024,3610063,3'UTR,-,BSU_35160,NC_000964.3
uvrA,3610064,3612937,CDS,-,BSU_35160,NC_000964.3
uvrB,3612938,3614930,CDS,-,BSU_35170,NC_000964.3
5'uvrB,3614931,3615075,5'UTR,-,BSU_35170,NC_000964.3
3'csbA,3615076,3615115,3'UTR,-,BSU_35180,NC_000964.3
csbA,3615116,3615346,CDS,-,BSU_35180,NC_000964.3
5'csbA,3615347,3615569,5'UTR,-,BSU_35180,NC_000964.3
5'yvkC,3615570,3615792,5'UTR,+,BSU_35190,NC_000964.3
yvkC,3615793,3618288,CDS,+,BSU_35190,NC_000964.3
3'yvkC,3618289,3618325,3'UTR,+,BSU_35190,NC_000964.3
5'yvkB,3618326,3618363,5'UTR,+,BSU_35200,NC_000964.3
yvkB,3618364,3618963,CDS,+,BSU_35200,NC_000964.3
yvkA,3618964,3620298,CDS,+,BSU_35210,NC_000964.3
3'yvkA,3620299,3620321,3'UTR,+,BSU_35210,NC_000964.3
3'minJ,3620322,3620345,3'UTR,-,BSU_35220,NC_000964.3
minJ,3620346,3621539,CDS,-,BSU_35220,NC_000964.3
5'minJ,3621540,3621578,5'UTR,-,BSU_35220,NC_000964.3
3'swrAAc,3621579,3621617,3'UTR,-,BSU_35230,NC_000964.3
swrAAc,3621618,3621956,pseudogene,-,BSU_35230,NC_000964.3
swrAAn,3621931,3622047,pseudogene,-,BSU_35239,NC_000964.3
5'swrAAn,3622048,3622315,5'UTR,-,BSU_35239,NC_000964.3
3'ctpB,3622316,3622355,3'UTR,-,BSU_35240,NC_000964.3
ctpB,3622356,3623798,CDS,-,BSU_35240,NC_000964.3
5'ctpB,3623799,3623897,5'UTR,-,BSU_35240,NC_000964.3
3'ftsX,3623898,3623937,3'UTR,-,BSU_35250,NC_000964.3
ftsX,3623938,3624828,CDS,-,BSU_35250,NC_000964.3
ftsE,3624821,3625507,CDS,-,BSU_35260,NC_000964.3
5'ftsE,3625508,3625700,5'UTR,-,BSU_35260,NC_000964.3
3'cccB,3625701,3625740,3'UTR,-,BSU_35270,NC_000964.3
cccB,3625741,3626079,CDS,-,BSU_35270,NC_000964.3
5'cccB,3626080,3626103,5'UTR,-,BSU_35270,NC_000964.3
