"RIL-seq RNA pairs identified in E. coli (stationary phase) by Melamed et. al., Moleceular Cell 2016 (Table S2)'. Coordinates - E. coli K12 MG1655 (NC_000913.2) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNA1 name,RNA2 name,# of chimeric fragments,# of libraries,Odds Ratio,Normalized Odds Ratio,Fisher's exact test p-value,Free energy of hybridization (kcal/mol),Genomic annotation of RNA1,Genomic annotation of RNA2,RNA1 description,RNA2 description,RNA1 from,RNA1 to,RNA1 strand,RNA2 from,RNA2 to,RNA2 strand,Other fragments of RNA1,Other fragments of RNA2,Total other fragments,RNA1 in total RNA (# of reads),RNA2 in total RNA (# of reads),RNA1 IP/Total ratio,RNA2 IP/Total ratio,RNA1 EcoCyc ID,RNA2 EcoCyc ID,Code,Number
spf,pspG.qor.IGR,31,2,332.8,32.7,7.72E-58,-6.4,sRNA,IGR,-,phage shock protein G : -,4047937,4047981,+,4261217,4261269,+,23525,92,23232158,564,16,78.2,14.4,EG30098,EG11933.EG11492.IGR,pspG.qor.IGR::spf,1201
sgrS,ptsG.5UTR,12,2,171.1,30.7,1.54E-16,-14.6,sRNA,5UTR,-,fused glucose-specific PTS enzymes: IIB component/IIC component,77366,77550,+,1157043,1157221,+,2006,813,23252975,56,52,67.4,29.7,G0-9941,EG10787.5UTR,ptsG::sgrS,1807
arcZ,purA,19,1,8.3,0.4,3.84E-05,-8.1,sRNA,CDS,-,adenylosuccinate synthetase,3348644,3348677,+,4402821,4402886,+,92399,572,23162816,1592,213,108.6,5.2,G0-8871,EG10790,arcZ::purA,167
ygdI.EST5UTR,raiA,114,3,1777.3,67.4,1.40E-256,-4.7,5UTR,CDS,novel lipoprotein,cold shock protein associated with 30S ribosomal subunit,2941221,2941238,-,2735433,2735565,+,21,70815,23184856,13,5873,19.4,22.6,G7453.EST5UTR.52,EG11151,raiA::ygdI,1814
paaJ,raiA,14,U,39.2,2.0,2.60E-11,-5.7,CDS,CDS,"3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase",cold shock protein associated with 30S ribosomal subunit,1459429,1459492,+,2735431,2735469,+,590,14060,23241142,14,3531,80.7,7.5,G6718,EG11151,paaJ::raiA,1803
ycaC,raiA,41,1,8.2,0.9,7.00E-17,-12.8,CDS,CDS,"predicted hydrolase, isochorismatase family",cold shock protein associated with 30S ribosomal subunit,944710,944800,-,2735435,2735566,+,1631,70888,23183246,61,5873,51.3,22.6,EG11241,EG11151,raiA::ycaC,1812
rho,raiA,21,1,20.7,0.6,9.30E-14,-10.7,CDS,CDS,transcription termination factor,cold shock protein associated with 30S ribosomal subunit,3965524,3965568,+,2735454,2735564,+,332,70908,23184545,46,5873,14.4,22.6,EG10845,EG11151,raiA::rho,1809
ydfK.5UTR,raiA,15,U,26.8,0.5,6.64E-10,-8.7,5UTR,CDS,Qin prophage; cold shock gene,cold shock protein associated with 30S ribosomal subunit,1630737,1630749,+,2735443,2735561,+,183,70914,23184694,45,5873,8.2,22.6,G6818.5UTR,EG11151,raiA::ydfK,1813
dctA.5UTR,raiA,22,U,11.4,0.4,1.96E-09,-6.0,5UTR,CDS,"C4-dicarboxylic acid, orotate and citrate transporter",cold shock protein associated with 30S ribosomal subunit,3681408,3681684,-,2735468,2735564,+,633,70907,23184244,78,5873,15.7,22.6,EG20044.5UTR,EG11151,dctA::raiA,1675
rhoL,raiA,49,3,17.8,0.3,5.26E-36,-8.0,CDS,CDS,-,cold shock protein associated with 30S ribosomal subunit,3964183,3964329,+,2735507,2735565,+,1125,56806,23197826,646,2342,3.4,45.4,EG12428,EG11151,raiA::rhoL,1810
dps,raiA,44,3,3.6,0.2,2.79E-06,-4.5,CDS,CDS,Fe-binding and storage protein,cold shock protein associated with 30S ribosomal subunit,848023,848093,-,2735502,2735564,+,4971,56811,23193980,830,2342,11.3,45.4,EG11415,EG11151,dps::raiA,1683
hchA.5UTR,raiA,28,1,6.3,0.2,3.72E-07,-12.2,5UTR,CDS,Hsp31 molecular chaperone,cold shock protein associated with 30S ribosomal subunit,2033704,2034011,+,2735433,2735564,+,1453,70901,23183424,243,5873,11.4,22.6,G7055.5UTR,EG11151,hchA::raiA,1748
cyaR,raiA,470,1,2.0,0.1,2.16E-34,-6.8,sRNA,CDS,-,cold shock protein associated with 30S ribosomal subunit,2165135,2165194,+,2735416,2735500,+,393161,13604,22848571,4590,3531,160.5,7.5,G0-8878,EG11151,cyaR::raiA,492
gcvB,raiA,142,1,2.2,0.1,1.39E-10,-11.7,sRNA,CDS,-,cold shock protein associated with 30S ribosomal subunit,2940718,2940883,+,2734823,2735300,+,332941,4359,22918364,3365,1488,185.2,5.7,G0-8867,EG11151,gcvB::raiA,698
ompW,raiA,71,U,2.2,0.1,1.93E-02,-11.6,CDS,CDS,outer membrane protein W,cold shock protein associated with 30S ribosomal subunit,1312019,1312297,+,2735237,2735566,+,9950,75698,23170087,612,7226,30.6,19.6,EG11124,EG11151,ompW::raiA,1800
sucA,raiA,21,U,5.6,0.1,3.07E-03,-7.2,CDS,CDS,"2-oxoglutarate decarboxylase, thiamin-requiring",cold shock protein associated with 30S ribosomal subunit,758005,758148,+,2735445,2735564,+,1217,70908,23183660,281,5873,8.2,22.6,EG10979,EG11151,raiA::sucA,1811
lpxC,raiA,79,2,8.9,0.1,1.89E-39,-10.8,CDS,CDS,UDP-3-O-acyl N-acetylglucosamine deacetylase,cold shock protein associated with 30S ribosomal subunit,106515,106687,+,2735429,2735565,+,2909,70850,23181968,1092,5873,5.1,22.6,EG10265,EG11151,lpxC::raiA,1765
dps,raiA,89,3,9.6,0.1,8.08E-48,-5.6,CDS,CDS,Fe-binding and storage protein,cold shock protein associated with 30S ribosomal subunit,847910,848135,-,2735424,2735498,+,15465,13985,23226267,2056,3531,14.2,7.5,EG11415,EG11151,dps::raiA,1684
gadB,raiA,45,1,4.0,0.1,1.80E-07,-9.1,CDS,CDS,"glutamate decarboxylase B, PLP-dependent",cold shock protein associated with 30S ribosomal subunit,1569827,1570073,-,2735458,2735565,+,3688,70884,23181189,633,5873,11.0,22.6,EG11490,EG11151,gadB::raiA,1709
yibT,raiA,31,1,6.8,0.1,2.95E-09,-9.2,CDS,CDS,predicted protein,cold shock protein associated with 30S ribosomal subunit,3774036,3774400,-,2735428,2735564,+,1501,70898,23183376,514,5873,5.6,22.6,G0-10468,EG11151,raiA::yibT,1815
ryeA,raiA,25,1,7.0,0.1,8.35E-07,-7.4,other-ncRNA,CDS,-,cold shock protein associated with 30S ribosomal subunit,1921210,1921269,+,2735429,2735498,+,5948,14049,23235784,739,3531,15.1,7.5,G0-8865,EG11151,raiA::ryeA,1083
crr,raiA,20,U,5.4,0.1,1.68E-02,-4.3,CDS,CDS,glucose-specific enzyme IIA component of PTS,cold shock protein associated with 30S ribosomal subunit,2534113,2534264,+,2735468,2735565,+,1215,70909,23183662,433,5873,5.3,22.6,EG10165,EG11151,crr::raiA,1668
lpp.5UTR,raiA,101,1,3.4,0.1,1.22E-17,-7.8,5UTR,CDS,murein lipoprotein,cold shock protein associated with 30S ribosomal subunit,1755403,1755498,+,2735428,2735565,+,9795,70828,23175082,2320,5873,8.0,22.6,EG10544.5UTR,EG11151,lpp::raiA,1761
gatB.gatA.IGT,raiA,24,U,5.7,0.0,1.33E-04,-16.7,IGT,CDS,galactitol-specific enzyme IIB component of PTS : galactitol-specific enzyme IIA component of PTS,cold shock protein associated with 30S ribosomal subunit,2172602,2172688,-,2735466,2735564,+,1365,70905,23183512,638,5873,4.1,22.6,EG12415.EG12414.IGT,EG11151,gatB.gatA.IGT::raiA,1733
rybB,rbsB.rbsK.IGT,574,3,24.9,5.2,0.00E+00,-15.9,sRNA,IGT,-,D-ribose transporter subunit : ribokinase,887221,887309,-,3934983,3935306,+,27540,19435,23208257,53,1717,992.7,21.8,G0-8880,EG10815.EG10818.IGT,rbsB.rbsK.IGT::rybB,1077
mqsR,rbsB.rbsK.IGT,13,U,11.7,4.7,1.19E-03,-2.7,CDS,IGT,GCU-specific mRNA interferase toxin of the MqsR-MqsA toxin-antitoxin system and biofilm/motility regulator,D-ribose transporter subunit : ribokinase,3166560,3166585,-,3935278,3935301,+,1415,18269,23236109,16,811,167.0,42.2,G7572,EG10815.EG10818.IGT,mqsR::rbsB.rbsK.IGT,1780
glpF,rbsB.rbsK.IGT,29,1,11.3,1.7,4.12E-14,-8.9,CDS,IGT,glycerol facilitator,D-ribose transporter subunit : ribokinase,4115309,4115442,-,3935301,3935303,+,9995,5986,23239796,1217,11,15.4,1023.3,EG10396,EG10815.EG10818.IGT,glpF::rbsB.rbsK.IGT,1743
micA,rbsC,23,3,18.8,6.2,9.76E-15,-11.2,sRNA,CDS,-,D-ribose transporter subunit,2812823,2812859,+,3934004,3934043,+,56180,505,23199098,1937,14,54.3,70.6,G0-8866,EG10816,micA::rbsC,892
gcvH,rbsD,34,1,31.9,2.1,6.42E-32,-8.9,CDS,CDS,glycine cleavage complex lipoylprotein,predicted cytoplasmic sugar-binding protein,3047518,3047591,-,3931367,3931664,+,2640,9371,23243761,156,797,32.1,22.1,EG10371,EG10817,gcvH::rbsD,1738
omrB,rcnB,53,3,76.6,26.6,2.64E-71,-7.7,sRNA,CDS,-,-,2974211,2974408,-,2184978,2185090,+,31061,517,23224175,755,21,77.1,50.8,G0-8882,G7139,omrB::rcnB,980
gcvB,recA,20,U,7.3,0.1,1.59E-04,-11.4,sRNA,CDS,-,DNA strand exchange and recombination protein with protease and nuclease activity,2940823,2940859,+,2821727,2821792,-,227974,278,23027534,775,262,550.5,2.1,G0-8867,EG10823,gcvB::recA,699
cyaR,rfbA,78,3,8.9,7.3,1.80E-37,-12.8,sRNA,CDS,-,glucose-1-phosphate thymidylyltransferase,2165137,2165194,+,2108971,2108998,-,393553,507,22861668,4590,12,160.5,91.2,G0-8878,EG11978,cyaR::rfbA,498
micA,rfbA.rfbD.IGT,15,U,36.2,7.1,8.75E-12,-6.0,sRNA,IGT,-,"glucose-1-phosphate thymidylyltransferase : dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",2812823,2812826,+,2109022,2109052,-,56188,171,23199432,1937,8,54.3,43.5,G0-8866,EG11978.EG12411.IGT,micA::rfbA.rfbD.IGT,896
micA,rfbX,17,U,40.1,7.3,9.48E-15,-8.5,sRNA,CDS,-,predicted polisoprenol-linked O-antigen transporter,2812823,2812840,+,2106955,2106987,-,56186,175,23199428,1937,9,54.3,39.9,G0-8866,EG11980,micA::rfbX,897
rmf,rfbX,34,3,34.0,0.8,2.61E-32,-11.9,CDS,CDS,ribosome modulation factor,predicted polisoprenol-linked O-antigen transporter,1014884,1015071,+,2106343,2106393,-,59663,389,23195720,32875,10,3.4,79.2,EG50004,EG11980,rfbX::rmf,1816
gcvB,rihA,14,U,88.1,6.3,4.20E-15,-3.3,sRNA,CDS,-,ribonucleoside hydrolase 1,2940718,2940755,+,683605,683636,-,105075,35,23150682,2590,8,75.9,11.5,G0-8867,G6358,gcvB::rihA,700
arcZ,rmf,29,2,5.1,0.2,1.69E-05,-9.5,sRNA,CDS,-,ribosome modulation factor,3348595,3348599,+,1014947,1015078,+,2578,50796,23202403,2,27760,2439.3,3.4,G0-8871,EG50004,arcZ::rmf,184
gcvB,rmf,479,3,7.0,0.1,8.12E-217,-9.2,sRNA,CDS,-,ribosome modulation factor,2940801,2940883,+,1015101,1015155,+,227515,6927,23020885,775,8263,550.5,1.7,G0-8867,EG50004,gcvB::rmf,702
dppA,rmf,41,1,3.5,0.0,1.11E-04,-10.2,CDS,CDS,dipeptide transporter,ribosome modulation factor,3705504,3705589,-,1014943,1015097,+,5340,50784,23199641,315,27760,32.0,3.4,EG10248,EG50004,dppA::rmf,1682
ariR.ymgC.IGT,rprA,2226,3,637.9,637.9,0.00E+00,-18.6,IGT,sRNA,connector protein for RcsB regulation of biofilm and acid-resistance : predicted protein,-,1215507,1215918,+,1768464,1768502,+,3595,22547,23227438,50,70,217.9,662.3,G6606.G6607.IGT,G0-8863,ariR.ymgC.IGT::rprA,1002
yncL,rprA,1227,3,99.4,99.4,0.00E+00,-10.7,CDS,sRNA,hypothetical protein,-,1515083,1515263,-,1768443,1768502,+,12172,23546,23218861,200,70,125.4,662.3,G0-8887,G0-8863,rprA::yncL,1061
ydaM,rprA,45,2,94.4,94.4,8.02E-64,-7.5,CDS,sRNA,"diguanylate cyclase, csgD regulator",-,1405816,1405892,-,1768455,1768502,+,448,24728,23230585,5,70,184.5,662.3,G6673,G0-8863,rprA::ydaM,1053
yciX,rprA,50,2,90.9,90.9,1.08E-70,-5.9,CDS,sRNA,hypothetical protein,-,1333454,1333580,+,1768480,1768502,+,517,24723,23230516,7,70,151.6,662.3,G0-10513,G0-8863,rprA::yciX,1051
alaA.lrhA.IGR,rprA,146,3,78.7,67.3,5.19E-207,-4.4,IGR,sRNA,"DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes : valine-pyruvate aminotransferase 2",-,2404717,2404791,-,1768469,1768502,+,1750,24627,23229283,39,70,91.0,662.3,G7184.EG12123.IGR,G0-8863,alaA.lrhA.IGR::rprA,1029
osmB.5UTR,rprA,346,1,290.7,65.1,0.00E+00,-12.8,5UTR,sRNA,lipoprotein,-,1341062,1341493,-,1768449,1768502,+,1132,24427,23229901,118,70,23.4,662.3,EG10679.5UTR,G0-8863,osmB::rprA,1035
waaU,rprA,47,2,51.0,51.0,5.64E-55,-6.3,CDS,sRNA,lipopolysaccharide core biosynthesis,-,3796836,3796883,-,1768480,1768502,+,865,24726,23230168,5,70,341.3,662.3,EG11423,G0-8863,rprA::waaU,1046
yjiT.mcrC.IGR,rprA,15,U,161.8,49.6,4.01E-21,-7.0,IGR,sRNA,"- : 5-methylcytosine-specific restriction enzyme McrBC, subunit McrC",-,4573276,4573453,+,1768481,1768501,+,87,24758,23230946,5,70,38.2,662.3,G7938.EG10575.IGR,G0-8863,rprA::yjiT.mcrC.IGR,1058
nlpD,rprA,5825,3,48.9,45.9,0.00E+00,-9.8,CDS,sRNA,"activator of AmiC murein hydrolase activity, lipoprotein",-,2865433,2865875,-,1768433,1768503,+,145045,18948,23085988,2903,70,97.3,662.3,EG12111,G0-8863,rpoS::rprA,1033
focA,rprA,51,3,51.2,39.6,3.89E-60,-7.1,CDS,sRNA,formate channel,-,953526,953585,-,1768479,1768502,+,936,24722,23230097,22,70,84.0,662.3,EG11258,G0-8863,focA::rprA,1015
yciZ,rprA,30,1,43.3,33.2,3.18E-31,-10.5,CDS,sRNA,hypothetical protein,-,1342404,1342543,-,1768479,1768502,+,651,24743,23230382,15,70,85.0,662.3,G0-10591,G0-8863,rprA::yciZ,1052
ybcM,rprA,22,2,36.7,25.8,4.74E-20,-7.9,CDS,sRNA,DLP12 prophage; predicted DNA-binding transcriptional regulator,-,571148,571514,+,1768478,1768502,+,562,24751,23230471,14,70,78.1,662.3,G6302,G0-8863,rprA::ybcM,1049
crfC.5UTR,rprA,32,2,23.2,23.2,2.17E-25,-10.5,5UTR,sRNA,-,-,4325102,4325449,+,1768479,1768501,+,1296,24741,23229737,10,70,248.5,662.3,EG11210.5UTR,G0-8863,crfC::rprA,1006
ymgA,rprA,21,1,21.7,21.7,7.85E-15,-8.1,CDS,sRNA,connector protein for RcsB regulation of biofilm,-,1215398,1215497,+,1768469,1768502,+,907,24752,23230126,6,70,289.4,662.3,G6605,G0-8863,rprA::ymgA,1059
evgA,rprA,125,3,274.6,21.1,7.27E-239,-13.6,CDS,sRNA,DNA-binding response regulator in two-component regulatory system with EvgS,-,2481728,2481809,+,1768456,1768502,+,429,24648,23230604,129,70,8.0,662.3,EG11609,G0-8863,evgA::rprA,1012
sbmA.5UTR,rprA,20,U,18.9,18.9,2.66E-12,-6.1,5UTR,sRNA,microcin B17 transporter,-,395701,395833,+,1768480,1768502,+,991,24753,23230042,14,70,135.1,662.3,EG10928.5UTR,G0-8863,rprA::sbmA,1042
ompF,rprA,37,2,52.6,17.0,1.14E-42,-5.5,CDS,sRNA,outer membrane porin 1a (Ia;b;F),-,985801,985877,-,1768479,1768502,+,661,24736,23230372,38,70,34.4,662.3,EG10671,G0-8863,ompF::rprA,1034
fdhD.fdoG.IGR,rprA,351,3,17.0,16.2,1.04E-281,-10.4,IGR,sRNA,"formate dehydrogenase-O, large subunit : formate dehydrogenase formation protein",-,4083903,4083988,-,1768465,1768502,+,19654,24422,23211379,378,70,99.0,662.3,EG11859.EG11858.IGR,G0-8863,fdhD.fdoG.IGR::rprA,1014
pspB,rprA,11,U,79.4,12.6,6.32E-11,-1.4,CDS,sRNA,DNA-binding transcriptional regulator of psp operon,-,1366862,1366889,+,1768493,1768502,+,130,24762,23230903,15,70,17.6,662.3,EG10777,G0-8863,pspB::rprA,1037
argP.5UTR,rprA,12,U,12.6,12.6,2.63E-03,-2.9,5UTR,sRNA,"DNA-binding transcriptional activator, replication initiation inhibitor",-,3057747,3057755,+,1768493,1768502,+,896,24761,23230137,8,70,212.4,662.3,EG10490.5UTR,G0-8863,argP::rprA,1001
asr,rprA,24,1,12.0,12.0,2.19E-11,-4.1,CDS,sRNA,acid shock-inducible periplasmic protein,-,1669411,1669717,+,1768484,1768501,+,1875,24749,23229158,18,70,197.4,662.3,G6855,G0-8863,asr::rprA,1003
csgD.5UTR,rprA,90,3,11.5,11.5,7.06E-55,-18.8,5UTR,sRNA,DNA-binding transcriptional activator for csgBA,-,1102414,1102549,-,1768477,1768502,+,7366,24683,23223667,34,70,410.4,662.3,G6546.5UTR,G0-8863,csgD::rprA,1007
yjiH,rprA,44,2,24.7,11.4,5.98E-38,-11.6,CDS,sRNA,predicted inner membrane protein,-,4558647,4558764,-,1768448,1768502,+,1672,24729,23229361,66,70,48.7,662.3,G7927,G0-8863,rprA::yjiH,1057
hsdR,rprA,24,U,19.3,10.4,5.55E-16,-8.1,CDS,sRNA,endonuclease R Type I restriction enzyme,-,4584674,4584825,-,1768455,1768502,+,1166,24749,23229867,39,70,57.1,662.3,EG10459,G0-8863,hsdR::rprA,1023
G0-10698,rprA,14,U,8.8,8.8,9.10E-03,-12.7,other-ncRNA,sRNA,-,-,1669104,1669173,-,1768444,1768501,+,1494,24759,23229539,6,70,470.3,662.3,G0-10698,G0-8863,G0-10698::rprA,1000
rcsB,rprA,32,3,92.5,8.6,1.14E-43,-5.9,CDS,sRNA,DNA-binding response regulator in two-component regulatory system with RcsC and YojN,-,2314202,2314294,+,1768480,1768502,+,325,24741,23230708,68,70,9.8,662.3,EG10821,G0-8863,rcsB::rprA,1039
fruA.psuK.IGR,rprA,42,2,46.2,8.2,7.01E-47,-16.1,IGR,sRNA,pseudouridine kinase : fused fructose-specific PTS enzymes: IIBcomponent/IIC components,-,2257607,2257715,-,1768445,1768501,+,853,24731,23230180,90,70,18.6,662.3,EG10336.EG11646.IGR,G0-8863,fruA.psuK.IGR::rprA,1038
uspF.ynaE.IGR,rprA,45,3,36.7,7.7,2.87E-46,-6.9,IGR,sRNA,"Rac prophage; predicted DNA-binding transcriptional regulator : stress-induced protein, ATP-binding protein",-,1432428,1432497,-,1768480,1768502,+,1152,24728,23229881,102,70,22.0,662.3,G6699.G6698.IGR,G0-8863,rprA::uspF.ynaE.IGR,1060
bax,rprA,60,3,86.6,6.7,1.22E-84,-10.3,CDS,sRNA,conserved protein,-,3735122,3735224,-,1768477,1768502,+,651,24713,23230382,166,70,8.0,662.3,EG11360,G0-8863,bax::rprA,1004
dinD,rprA,15,U,17.1,6.5,2.58E-07,-6.6,CDS,sRNA,DNA-damage-inducible protein,-,3815973,3816373,+,1768481,1768501,+,822,24758,23230211,39,70,40.2,662.3,EG11193,G0-8863,dinD::rprA,1010
yfgM,rprA,30,1,26.0,6.3,6.78E-25,-12.2,CDS,sRNA,"conserved protein, UPF0070 family",-,2637030,2637114,-,1768449,1768502,+,1084,24743,23229949,82,70,25.4,662.3,G7321,G0-8863,rprA::yfgM,1055
tolB,rprA,125,2,6.1,6.1,9.06E-48,-13.5,CDS,sRNA,periplasmic protein,-,778034,778198,+,1768435,1768500,+,24104,19820,23211757,195,70,232.5,533.2,EG11008,G0-8863,rprA::tolB,1043
dmsD,rprA,12,U,18.8,5.1,2.87E-05,-8.5,CDS,sRNA,twin-argninine leader-binding protein for DmsA and TorA,-,1662477,1662775,+,1768492,1768502,+,598,24761,23230435,40,70,28.5,662.3,G6849,G0-8863,dmsD::rprA,1011
yahO,rprA,85,2,12.3,4.9,8.38E-54,-6.7,CDS,sRNA,predicted protein,-,345807,345970,+,1768479,1768502,+,6507,24688,23224526,300,70,41.1,662.3,G6194,G0-8863,rprA::yahO,1048
cstA.5UTR,rprA,103,2,11.0,4.8,1.04E-61,-10.3,5UTR,sRNA,carbon starvation protein,-,629080,629227,+,1768438,1768502,+,8813,24670,23222220,367,70,45.5,662.3,EG10167.5UTR,G0-8863,cstA::rprA,1008
ypfM,rprA,13,U,11.3,4.3,1.76E-03,-3.3,CDS,sRNA,hypothetical protein,-,2588803,2588983,-,1768501,1768502,+,5564,4815,23245414,260,0,40.1,4517.5,G0-8888,G0-8863,rprA::ypfM,1063
kgtP,rprA,19,1,5.1,4.0,2.52E-02,-8.5,CDS,sRNA,alpha-ketoglutarate transporter,-,2723562,2723682,-,1768501,1768502,+,17834,4809,23233144,412,0,81.1,4517.5,EG10522,G0-8863,kgtP::rprA,1025
uspB,rprA,19,1,13.1,4.0,1.33E-08,-6.7,CDS,sRNA,universal stress (ethanol tolerance) protein B,-,3637364,3637455,-,1768482,1768501,+,1360,24754,23229673,81,70,31.9,662.3,EG12231,G0-8863,rprA::uspB,1045
fabZ,rprA,19,U,12.3,3.6,4.21E-08,-6.9,CDS,sRNA,(3R)-hydroxymyristol acyl carrier protein dehydratase,-,202137,202282,+,1768480,1768501,+,1453,24754,23229580,90,70,30.6,662.3,EG11284,G0-8863,fabZ::rprA,1013
ftsA.ftsZ.IGT,rprA,38,1,7.4,3.4,6.80E-14,-10.4,IGT,sRNA,ATP-binding cell division protein involved in recruitment of FtsK to Z ring : GTP-binding tubulin-like cell division protein,-,105044,105283,+,1768469,1768502,+,4812,24735,23226221,189,70,48.0,662.3,EG10339.EG10347.IGT,G0-8863,ftsA.ftsZ.IGT::rprA,1016
ybeL,rprA,25,1,39.6,3.3,2.87E-24,-10.2,CDS,sRNA,"conserved protein, DUF1451 family",-,674613,674829,+,1768480,1768502,+,592,24748,23230441,131,70,8.8,662.3,EG12851,G0-8863,rprA::ybeL,1050
glnP.glnH.IGT,rprA,46,U,24.1,3.2,1.93E-39,-7.9,IGT,sRNA,glutamine transporter subunit : glutamine transporter subunit,-,846465,846586,-,1768463,1768502,+,1791,24727,23229242,249,70,13.8,662.3,EG10388.EG10386.IGT,G0-8863,glnP.glnH.IGT::rprA,1019
kgtP,rprA,86,1,3.5,3.1,1.95E-15,-7.7,CDS,sRNA,alpha-ketoglutarate transporter,-,2723733,2723824,-,1768456,1768502,+,22984,24687,23208049,466,70,92.6,662.3,EG10522,G0-8863,kgtP::rprA,1026
glpF,rprA,28,1,9.2,3.0,3.37E-11,-8.9,CDS,sRNA,glycerol facilitator,-,4115820,4115893,-,1768452,1768501,+,2859,24745,23228174,160,70,33.8,662.3,EG10396,G0-8863,glpF::rprA,1020
gltI.5UTR,rprA,21,U,7.8,2.7,8.05E-06,-12.5,5UTR,sRNA,glutamate and aspartate transporter subunit,-,686902,687074,-,1768442,1768502,+,2518,24752,23228515,134,70,35.5,662.3,G6359.5UTR,G0-8863,gltI::rprA,1022
yfdK.yfdI.IGR,rprA,15,1,7.9,2.6,9.66E-03,-8.6,IGR,sRNA,- : CPS-53 (KpLE1) prophage; conserved protein,-,2468523,2468687,-,1768452,1768502,+,1776,24758,23229257,98,70,34.2,662.3,G7223.G7221.IGR,G0-8863,rprA::yfdK.yfdI.IGR,1054
katG,rprA,20,1,30.1,2.1,4.06E-16,-9.1,CDS,sRNA,catalase/hydroperoxidase HPI(I),-,4131932,4132069,+,1768454,1768502,+,623,24753,23230410,163,70,7.4,662.3,EG10511,G0-8863,katG::rprA,1024
queE.ygcE.IGR,rprA,13,U,259.5,1.8,5.45E-20,-3.4,IGR,sRNA,predicted kinase : -,-,2902325,2902382,-,1768480,1768501,+,47,24760,23230986,156,70,0.7,662.3,G7443.G7442.IGR,G0-8863,queE.ygcE.IGR::rprA,1056
dadA,rprA,31,2,20.8,1.8,4.90E-23,-10.9,CDS,sRNA,D-amino acid dehydrogenase,-,1237903,1238148,+,1768476,1768501,+,1402,24742,23229631,300,70,8.9,662.3,EG11407,G0-8863,dadA::rprA,1009
glgS,rprA,12,U,13.9,1.6,8.48E-04,-8.5,CDS,sRNA,predicted glycogen synthesis protein,-,3189908,3189993,-,1768461,1768501,+,809,24761,23230224,124,70,12.4,662.3,EG11381,G0-8863,glgS::rprA,1018
rpoE,rprA,15,U,25.5,1.6,8.91E-10,-12.5,CDS,sRNA,"RNA polymerase, sigma 24 (sigma E) factor",-,2707617,2707666,-,1768479,1768500,+,686,19930,23235175,199,70,6.6,533.2,EG11897,G0-8863,rpoE::rprA,1041
leuS,rprA,10,U,28.9,1.5,2.79E-05,-6.4,CDS,sRNA,leucyl-tRNA synthetase,-,671933,672054,-,1768479,1768497,+,404,19935,23235457,147,70,5.3,533.2,EG10532,G0-8863,leuS::rprA,1027
fur,rprA,22,U,15.5,1.4,3.09E-12,-8.7,CDS,sRNA,DNA-binding transcriptional dual regulator of siderophore biosynthesis and transport,-,709569,709781,-,1768482,1768502,+,1335,24751,23229698,277,70,9.2,662.3,EG10359,G0-8863,fur::rprA,1017
rlmE,rprA,25,1,12.7,1.3,1.28E-12,-8.2,CDS,sRNA,"23S rRNA U2552 ribose 2'-O-methyltransferase, SAM-dependent",-,3325366,3325702,-,1768477,1768502,+,1849,24748,23229184,324,70,10.8,662.3,EG11507,G0-8863,rlmE::rprA,1040
nlpD,rprA,100,3,2.8,1.3,1.84E-12,-5.6,CDS,sRNA,"activator of AmiC murein hydrolase activity, lipoprotein",-,2865907,2866234,-,1768437,1768500,+,41172,19845,23194689,1684,70,45.9,533.2,EG12111,G0-8863,rpoS::rprA,1032
lpd,rprA,14,U,26.9,1.0,4.59E-09,-6.2,CDS,sRNA,"lipoamide dehydrogenase, E3 component is part of three enzyme complexes",-,127967,128098,+,1768481,1768501,+,489,24759,23230544,239,70,3.9,662.3,EG10543,G0-8863,lpd::rprA,1028
osmY.5UTR,rprA,29,1,11.1,0.9,6.51E-14,-8.4,5UTR,sRNA,periplasmic protein,-,4609258,4609655,+,1768456,1768501,+,2453,24744,23228580,564,70,8.2,662.3,EG11391.5UTR,G0-8863,osmY::rprA,1036
wrbA,rprA,17,U,8.1,0.7,6.55E-04,-7.8,CDS,sRNA,NAD(P)H:quinone oxidoreductase,-,1066410,1066891,-,1768450,1768502,+,1980,24756,23229053,413,70,9.0,662.3,EG11540,G0-8863,rprA::wrbA,1047
glpK,rprA,47,1,5.3,0.5,1.40E-12,-11.4,CDS,sRNA,glycerol kinase,-,4114725,4114900,-,1768448,1768500,+,10375,19898,23225486,1866,70,10.5,533.2,EG10398,G0-8863,glpK::rprA,1021
mltD,rprA,19,U,9.9,0.5,1.84E-06,-8.5,CDS,sRNA,predicted membrane-bound lytic murein transglycosylase D,-,233743,234200,-,1768444,1768501,+,1809,24754,23229224,651,70,5.3,662.3,EG10246,G0-8863,mltD::rprA,1030
bssR,rprA,35,U,3.2,0.1,2.97E-02,-8.6,CDS,sRNA,repressor of biofilm formation by indole transport regulation,-,877439,877817,+,1768479,1768502,+,10280,24738,23220753,10600,70,1.8,662.3,G6436,G0-8863,bssR::rprA,1005
